extract_id,journal_no,date,speech_type,speaker,speaker_stand,addressee,addressee_stand,controlling_stand,extract
2428,1.8,5/10/2017,reply to interpellation,Hontiveros,In Favor,Villanueva,Against,Against,"the teacher would, in fact, be considered respectful and inclusive and the reaction of the class would be an opportunity for the teacher to further promote gender sensitivity. a case in UP Diliman, a secular university which is actually a public school, where a professor, citing religion beliefs, refused to address a transgender student with a pronoun consistent with the student’s gender identity. the situation points out the need for all educate institutions, whether private, public or religion, to be sensitive to their students ofdifferent SOGIE and to be aware of such teaching moments. religion freedom is important because it enhances other freedoms, but it should never be used as an excuse for anyone to be disrespectful."
2446,1.8,5/10/2017,interpellation,Villanueva,Against,Hontiveros,In Favor,Against,"religion institutions whether Catholic or Muslim schools - respect one’s humanity. Nonetheless, there are certain religion teachings that follow the Holy Bible and consider “homosexuality to be a sin.” it would be unfair to characterize a religion doctrine as creating a stigma when the people are only acting within the precepts of their religion beliefs and teachings."
2457,1.8,5/10/2017,reply to interpellation,Hontiveros,In Favor,Villanueva,Against,Against,"there was no unfairness contemplated in the bill as it equally upholds academic and religion freedom together with the rights of every individual whatever his or her SOGIE to access the full range of human rights, including the right to educate academic freedom, as defined by Justice Frank Further, is “an atmosphere in which there prevail the essential freedoms of university to determine for itself on academic grounds who may teach, what may be taught and who may be admitted to study.” while the bill does not infringe on anyone’s right to exercise religion freedom because it does not force any person or institution to change his or her belief on homosexuality, it does not deny anyone their human rights. she did not mind continuing discussions on biblical teachings since one must live according to one’s own faith; however, the Body should legislate according to the Constitution."
2478,1.8,5/10/2017,interpellation,Villanueva,Against,Hontiveros,In Favor,Against,"he would not discuss anything that involved his faith because he believes that there must be respect for each person’s religion beliefs - not only that ofthe Christian community, be it the Catholics or the bornagain Christians, but for every Filipino, regardless of their SOGIE. Senator Hontiveros had talked about exemptions for Catholic seminaries and convents from the application of religion non-discrimination. This being the case all other religion seminaries and theological schools regulated by CHED should also be covered by the exemption."
2493,1.8,5/10/2017,interpellation,Pimentel,Silent,Hontiveros,In Favor,Silent,the section where exemptions could be found
2494,1.8,5/10/2017,reply to interpellation,Hontiveros,In Favor,Pimentel,Silent,Silent,it was a proposal that had been discussed in a previous interpellation
2496,1.8,5/10/2017,interpellation,Villanueva,Against,Hontiveros,In Favor,Against,he would be introducing the exemptions during the period ofamendments.
2499,1.8,5/10/2017,reply to interpellation,Hontiveros,In Favor,Villanueva,Against,Against,"the bill does not cover seminaries or convents which are religion institutions because oftheir particular character as teaching institutions that are primarily under the supervision oftheir respective congregations. she would not be open to broadening the ambit ofthe exemption to include religion educate institutions like Catholic schools. although the schools teach religion or theology, they are still primarily supervised by the Deped or the CHED, both under the supervision ofthe Republic of the Philippines, within the ambit of the Philippine Constitution which guarantees the full range ofhuman rights to all citizens and not to be discriminated against on any grounds."
2516,1.8,5/10/2017,interpellation,Pimentel,Silent,Hontiveros,In Favor,Silent,whether teaching that “homosexuality is a sin” by religion educate institution would be a violate ofthe measure.
2520,1.8,5/10/2017,reply to interpellation,Hontiveros,In Favor,Pimentel,Silent,Silent,", it would have the effect of stigmatizing and discriminating against members ofthe studentry who are ofan LGBT SOGIE"
2524,1.8,5/10/2017,interpellation,Pimentel,Silent,Hontiveros,In Favor,Silent,if teaching the same doctrine in a seminary would also be a violate ofthe measure
2526,1.8,5/10/2017,reply to interpellation,Hontiveros,In Favor,Pimentel,Silent,Silent,"it is outside the ambit ofthe bill as a Catholic laywoman, she knew that there are SOGIE-based issues that are also issues over which people of faith who are ofthe LGBT-SOGIE struggle with SOGIE is not something that diminishes the passion of their love for God and of serving Him through the people, and that their humanity, including their sexuality, comes into their service and love. seminaries and convents are not within the ambit of the bill. However, she reiterated that a religion school teaching the doctrine that “homosexuality is a sin” would be in violate of the bill."
2541,1.8,5/10/2017,interpellation,Pimentel,Silent,Hontiveros,In Favor,Silent,if mentioning that “homosexuality is a sin” in a religion service is a violate of the measure
2543,1.8,5/10/2017,reply to interpellation,Hontiveros,In Favor,Pimentel,Silent,Silent,"making such a statement in a religion service like a mass would probably be a different case because it is a religion activity, the audience of which would be a varied SOGIE but all people of faith Therefore, the penalties would not apply in such a particular setting. religion educate institutions, particularly Catholic educate institutions, already have in their roster ofstudent organizations accredited LGBT organizations it would not be impossible for a Catholic educate institution to embrace LGBT organizations in the extracurricular formation oftheir students."
2559,1.8,5/10/2017,interpellation,Pimentel,Silent,Hontiveros,In Favor,Silent,refusal ofa religion educate institution to accredit LGBT organizations would be in violate of the bill
2562,1.8,5/10/2017,reply to interpellation,Hontiveros,In Favor,Pimentel,Silent,Silent,"it would be violate because the refusal would impinge on the rights of the students to organize, and promote their advocacy which are considered expressions ofactive citizenship of the youth"
2566,1.8,5/10/2017,interpellation,Pimentel,Silent,Hontiveros,In Favor,Silent,"whether a religion educate institution, once it secured a license from the government to operate as an educate institution, trumps its religion character"
2570,1.8,5/10/2017,reply to interpellation,Hontiveros,In Favor,Pimentel,Silent,Silent,"precisely the main purpose ofthe incorporation of Catholic schools is to educate, unlike a seminary or a convent whose main purpose is to form priests or nuns although there may be vocation or promotion activities on campus"
2575,1.8,5/10/2017,interpellation,Villanueva,Against,Hontiveros,In Favor,Against,"there is discrimination if convents and seminaries would be exempted from the penal provisions of the bill while the Christian Bible schools would not be exempted because they are being regulated by the CHED because, to him, what may be taught comes under the purview of academic freedom which includes the right ofthe schools and the religion educate institutions as protected by the Constitution, to determine the values they will teach to the students including the belief that “homosexuality is a sin” and, as such, it should be respected whether the measure, in effect, limits the school’s freedom to choose what it may teach"
2590,1.8,5/10/2017,reply to interpellation,Hontiveros,In Favor,Villanueva,Against,Against,"there is no limit on the academic freedom ofschools contemplated by the bill, there is a firm reminder to the schools or any religion educate institution that while they operate as schools in the Philippines within the ambit ofthe Constitution, academic freedom is upheld in the same vein that the human right ofthe student to access a quality, affordable educate is guaranteed religion bible schools are not akin to seminaries and convents because they serve the community ofthe faithful as a whole and not just pastors."
2602,1.8,5/10/2017,interpellation,Villanueva,Against,Hontiveros,In Favor,Against,a student in a bible school is similar to someone being trained to become a priest or enter a lifetime vocation in the ministry
2605,1.8,5/10/2017,reply to interpellation,Hontiveros,In Favor,Villanueva,Against,Against,"if such was the case, then exemption would apply."
2607,1.8,5/10/2017,interpellation,Villanueva,Against,Hontiveros,In Favor,Against,"thankful that his Christian faith was being represented in the Senate wondered what it would be like for the ' Muslims and the Buddhists as well as the other religions not represented in the debates all the senators ought to study the measure and determine if it would really benefit the Filipinos and not Just Catholics, Christians or Muslims"
2615,1.8,5/10/2017,reply to interpellation,Hontiveros,In Favor,Villanueva,Against,Against,"she would be open to hearing what the Madrasah are teaching in the Filipino-Muslim communities, there are people in the Muslim faith who are themselves anti-discrimination advocates who are supportive ofthe anti-discrimination bill Zen Buddhism is very close to Catholicism since it is one of the most inclusive, all-embracing spiritual beliefs presence of all the communities of faith in the country' enriches the secular legislative process."
2627,3.9,8/8/2018,manifestation,Hontiveros,In Favor,,,In Favor,"two Members were scheduled to interpellate on the bill the following week before the adjournment of session. having filed the Anti-Discrimination bill on August 1, 2016. two years and one week since its filing and assigned as Committee Report No. 17, committee reports that came in much later and denominated in the hundreds were being debated during the plenary sessions. since her sponsorship speech last December 14, 2016, the bill has been in the period of interpellations for 602 calendar days, it was scheduled for interpellations 25 times, even though only six actually pushed through, two of whom were Senator De Lima who was later detained, and Senator Cayetano, who was later appointed as the Secretary of Foreign Affairs there have been changes in the Senate in the last two years but the status of the bill was still in the period of interpellations. she was looking forward with hope and confidence that the last two interpellations would be held before the adjournment. confidence that the Anti-Discrimination bill would be considered for approval on Second Reading before the start of the debates on the national budget"
2655,3.9,8/8/2018,manifestation,Legarda,In Favor,Hontiveros,In Favor,In Favor,"associated herself with the thoughts, emotions, passion and direction of Senator Hontiveros regarding the Anti-Discrimination bill was on her first or second term as senator when she first filed the same measure, which did not include the SOGIE but was against discrimination of certain sectors, and that it was Senator Defensor Santiago who introduced an amendment to the bill to include SOGIE but unfortunately, the bill did not proper hope that before the deliberations on the budget, the Senate would have a version that is acceptable to all beliefs, faiths and all sectors even the Catholic church had studied the matter and had views which favored a certain version of the SOGIE bill. although the bill may not be the same as her version, amendments are open for discussion. would be a legacy of the 17,h Congress if the Anti-Discrimination bill would be passed during its watch gave her full and unequivocal urgent support on the measure."
2680,3.9,8/8/2018,manifestation,Recto,In Favor,Legarda,In Favor,In Favor,associating himself with the statements of Senator Legarda
2682,3.9,8/8/2018,manifestation,Drilon,In Favor,Recto,In Favor,In Favor,support for the views of Senator Legarda.
2684,3.9,8/8/2018,manifestation,Zubiri,In Favor,Hontiveros,In Favor,In Favor,"if voting on the SOGIE bill had taken place that day, he would have voted for its passage. With two Members who have yet to complete their interpellation on the bill, the bill would be calendared in the agenda everyday."
